Date,Province Old,Suspected Cases Last Date,Suspected Cases Last 24 Hrs,Suspected Cases Cumulative,Lab Tests Last 24 Hrs,Lab Tests Cumulative,Confirmed Cases Last Date,Confirmed Cases Last 24 Hrs,Confirmed Cases Cumulative, Deaths Last Date, Deaths Last 24 Hrs, Deaths Cumulative, Deaths Ventilator Last 24 Hrs,Transmission Total,Transmission Foreign - Iran,Transmission Foreign - Iran %,Transmission Foreign - Other,Transmission Foreign - Other %,Transmission Local - Tableegh,Transmission Local % - Tableegh,Transmission Local - Others,Transmission Local % - Others,Transmission Local,Transmission Local %,Total Hospitals,Beds for COVID,Total Admitted,Admitted Stable,Admitted Critical,Admitted Venilator,Home Quarantine,Recovered,Death,Quarantine Facilities,Last 24 Hrs Arrival,Last 24 Hrs (Location),Last 24 Hrs Departure,Cumulative Quarantined,Number of Tests,Results Achieved,Test Positive Cases,Test Positive Cases %,Confirmed HW - Active Doctors,Confirmed HW - Active Nurses,Confirmed HW - Active Others,Confirmed HW - Active Total,Confirmed HW - Active Isolation,Confirmed HW - Active Hospital,Confirmed HW - Active Hospital Stable,Confirmed HW - Active Hospital Ventilator,Confirmed HW - Active Recovered,Confirmed HW - Active Deaths,Test
4/4/2020,AJK,322,21,343,21,343,9,2,11,0,0,0,0,11,1,0.09,2,0.18,0,0,0,0,8,0.73,14,262,11,11,0,0,0,0,0,57,10,0,61,192,107,102,5,0.05,0,0,0,0,0,0,0,0,0,0,
4/4/2020,Balochistan,2171,230,2401,0,2401,169,6,175,1,0,1,0,175,139,0.79,2,0.01,0,0,0,0,34,0.19,74,1699,132,132,0,0,25,17,1,68,17,0,0,273,230,230,6,0.03,0,0,0,0,0,0,0,0,0,0,
4/4/2020,GB,961,2,963,844,860,190,3,193,3,0,3,0,193,155,0.8,5,0.03,0,0,0,0,33,0.17,26,151,12,12,0,0,169,9,3,47,0,0,232,274,963,860,193,0.23,0,0,0,0,0,0,0,0,0,0,
4/4/2020,ICT,2395,174,2569,174,2569,68,7,75,0,0,0,0,75,0,0,17,0.23,0,0,0,0,58,0.77,2,40,14,12,2,0,58,3,0,6,213,0,0,243,213,27,2,0.07,0,0,0,0,0,0,0,0,0,0,
4/4/2020,KP,1938,431,2369,181,1624,311,32,343,9,2,11,0,343,69,0.2,163,0.48,0,0,0,0,111,0.32,141,3046,92,87,5,0,210,30,11,102,113,0,140,3306,1640,1011,293,0.29,0,0,0,0,0,0,0,0,0,0,
4/4/2020,Punjab,5122,334,5456,1087,16508,920,152,1072,11,0,11,0,1072,309,0.29,472,0.44,0,0,0,0,291,0.27,147,1592,506,505,1,0,549,6,11,33,1298,0,0,4254,3672,2606,560,0.21,0,0,0,0,0,0,0,0,0,0,
4/4/2020,Sindh,7504,1121,8625,1121,8625,783,56,839,11,3,14,0,839,280,0.33,64,0.08,0,0,0,0,495,0.59,45,505,391,386,5,0,369,65,14,5,0,0,0,1363,1388,1388,280,0.2,0,0,0,0,0,0,0,0,0,0,
4/5/2020,AJK,343,42,385,42,385,11,1,12,0,0,0,0,12,1,0.08,2,0.17,0,0,0,0,9,0.75,14,262,11,11,0,0,0,1,0,57,25,0,92,170,119,102,5,0.05,0,0,0,0,0,0,0,0,0,0,
4/5/2020,Balochistan,2381,132,2513,132,2513,175,10,185,1,0,1,0,185,139,0.75,2,0.01,0,0,0,0,44,0.24,87,1699,133,133,0,0,34,17,1,68,8,0,90,335,2513,2513,185,0.07,0,0,0,0,0,0,0,0,0,0,
4/5/2020,GB,963,95,1058,116,975,193,13,206,3,0,3,0,206,161,0.78,10,0.05,0,0,0,0,35,0.17,26,151,12,12,0,0,182,9,3,47,0,0,0,274,1058,975,206,0.21,0,0,0,0,0,0,0,0,0,0,
4/5/2020,ICT,2569,175,2744,175,2744,75,3,78,0,0,0,0,78,0,0,17,0.22,0,0,0,0,61,0.78,2,40,10,8,2,0,65,3,0,10,180,0,0,426,180,27,2,0.07,0,0,0,0,0,0,0,0,0,0,
4/5/2020,KP,2369,179,2548,147,1769,343,29,372,11,3,14,0,372,69,0.19,172,0.46,0,0,0,0,131,0.35,141,3046,95,85,10,0,233,30,14,103,126,0,191,3342,1759,1278,315,0.25,0,0,0,0,0,0,0,0,0,0,
4/5/2020,Punjab,5456,2403,7859,1145,17653,1072,91,1163,11,1,12,0,1163,309,0.27,509,0.44,0,0,0,0,345,0.3,147,1592,526,525,1,0,600,25,12,33,7747,0,0,12001,4806,4475,591,0.13,0,0,0,0,0,0,0,0,0,0,
4/5/2020,Sindh,8625,221,8846,221,8846,839,25,864,14,1,15,0,864,280,0.32,67,0.08,0,0,0,0,517,0.6,45,505,390,385,5,0,374,85,15,5,0,0,0,1363,1388,1388,280,0.2,0,0,0,0,0,0,0,0,0,0,
4/6/2020,AJK,385,15,400,15,400,12,3,15,0,0,0,0,15,2,0.13,4,0.27,0,0,0,0,9,0.6,14,262,14,14,0,0,0,1,0,57,19,0,94,171,135,117,8,0.07,0,0,0,0,0,0,0,0,0,0,
4/6/2020,Balochistan,3085,419,3504,264,2777,185,6,191,1,0,1,0,191,139,0.73,2,0.01,0,0,0,0,44,0.23,87,1699,112,112,0,0,48,30,1,68,0,0,0,304,2777,2546,191,0.08,0,0,0,0,0,0,0,0,0,0,
4/6/2020,GB,1058,4,1062,23,998,206,4,210,3,0,3,0,210,163,0.78,5,0.02,0,0,0,0,42,0.2,26,151,12,12,0,0,182,13,3,47,0,0,119,145,1062,998,210,0.21,0,0,0,0,0,0,0,0,0,0,
4/6/2020,ICT,2744,127,2871,127,2871,78,4,82,0,0,0,0,82,0,0,17,0.21,0,0,0,0,65,0.79,2,40,11,9,2,0,68,3,0,10,0,0,321,105,396,423,24,0.06,0,0,0,0,0,0,0,0,0,0,
4/6/2020,KP,2548,334,2882,205,1974,372,33,405,14,2,16,0,405,69,0.17,172,0.42,0,0,0,0,164,0.4,141,3046,120,117,3,0,207,62,16,103,144,0,96,3417,1903,1412,350,0.25,0,0,0,0,0,0,0,0,0,0,
4/6/2020,Punjab,7859,823,8682,1014,17724,1163,330,1493,12,3,15,0,1493,309,0.21,761,0.51,0,0,0,0,423,0.28,147,1592,653,652,1,0,800,25,15,34,373,0,0,12374,5109,4524,842,0.19,0,0,0,0,0,0,0,0,0,0,
4/6/2020,Sindh,8846,285,9131,285,9131,864,17,881,15,0,15,0,881,280,0.32,69,0.08,0,0,0,0,532,0.6,45,505,363,352,11,0,380,123,15,5,0,0,0,1363,1388,1388,280,0.2,0,0,0,0,0,0,0,0,0,0,
4/7/2020,AJK,400,84,484,84,484,15,3,18,0,0,0,0,18,2,0.11,4,0.22,2,0.11,10,0.56,12,0.67,14,262,17,17,0,0,0,1,0,57,20,0,112,157,155,117,10,0.085,0,0,0,0,0,0,0,0,0,0,
4/7/2020,Balochistan,3085,371,3456,221,2998,191,11,202,1,0,1,0,202,139,0.69,2,0.01,2,0.01,59,0.29,61,0.3,87,1699,87,86,1,0,51,63,1,68,19,0,34,313,2998,2848,202,0.07,0,0,0,0,0,0,0,0,0,0,
4/7/2020,GB,1062,49,1111,17,1015,210,1,211,3,0,3,0,211,163,0.77,5,0.02,0,0,0,0,42,0.2,26,151,14,14,0,0,179,15,3,47,5,0,2,148,1111,1015,211,0.21,0,0,0,0,0,0,0,0,0,0,
4/7/2020,ICT,2871,50,2921,50,2921,82,1,83,0,1,1,0,83,0,0,17,0.2,10,0.12,56,0.67,66,0.8,2,40,17,16,1,0,62,3,1,10,137,0,81,161,0,423,24,0.06,0,0,0,0,0,0,0,0,0,0,
4/7/2020,KP,2882,134,3016,129,2103,405,85,500,16,1,17,0,500,69,0.14,182,0.36,0,0,0,0,249,0.5,141,3046,138,135,3,0,276,69,17,107,79,0,57,3487,2014,1550,384,0.25,0,0,0,0,0,0,0,0,0,0,
4/7/2020,Punjab,8682,704,9386,1929,20073,1493,425,1918,15,0,15,0,1918,576,0.3,766,0.4,536,0.28,40,0.02,576,0.3,147,1592,751,743,8,0,1127,25,15,34,0,0,0,12374,5383,4871,1252,0.26,0,0,0,0,0,0,0,0,0,0,
4/7/2020,Sindh,8931,658,9589,658,9589,881,51,932,15,2,17,0,932,280,0.3,69,0.07,0,0,0,0,583,0.63,45,505,287,272,15,0,375,253,17,5,0,0,124,97,1388,1388,280,0.2,0,0,0,0,0,0,0,0,0,0,
4/8/2020,AJK,484,50,534,50,534,18,1,19,0,0,0,0,19,2,0.11,4,0.21,3,0.16,10,0.53,13,0.68,14,262,18,18,0,0,0,1,0,57,20,0,112,173,149,123,10,0.08,0,0,0,0,0,0,0,0,0,0,
4/8/2020,Balochistan,3456,93,3549,93,3091,202,4,206,1,1,2,0,206,139,0.67,2,0.01,2,0.01,63,0.31,65,0.32,87,1699,77,77,0,0,52,75,2,68,29,0,17,267,3291,3091,206,0.07,0,0,0,0,0,0,0,0,0,0,
4/8/2020,GB,1111,64,1175,112,1127,211,1,212,3,0,3,0,212,163,0.77,5,0.02,5,0.02,39,0.18,44,0.21,26,151,14,14,0,0,180,15,3,47,0,0,27,121,1175,1127,212,0.19,0,0,0,0,0,0,0,0,0,0,
4/8/2020,ICT,2921,175,3096,175,3096,83,9,92,1,0,1,0,92,0,0,17,0.18,10,0.11,65,0.71,75,0.82,2,40,17,16,1,0,71,3,1,12,159,0,0,320,137,423,24,0.06,0,0,0,0,0,0,0,0,0,0,
4/8/2020,KP,3016,52,3068,159,2262,500,27,527,17,1,18,0,527,69,0.13,182,0.35,22,0.04,254,0.48,276,0.52,141,3046,197,194,3,0,242,70,18,107,79,0,57,3487,2014,1550,384,0.25,0,0,0,0,0,0,0,0,0,0,
4/8/2020,Punjab,9386,961,10347,1853,21826,1918,112,2030,15,1,16,0,2030,695,0.34,723,0.36,564,0.28,48,0.02,612,0.3,147,1592,713,706,7,0,1267,34,16,34,631,0,0,13005,6656,4871,1311,0.27,0,0,0,0,0,0,0,0,0,0,
4/8/2020,Sindh,9589,634,10223,634,10223,932,54,986,17,1,18,0,986,280,0.28,69,0.07,105,0.11,532,0.54,637,0.65,45,505,303,289,14,0,396,269,18,5,0,0,0,97,1388,1388,280,0.2,0,0,0,0,0,0,0,0,0,0,
4/9/2020,AJK,534,47,581,47,581,19,9,28,0,0,0,0,28,2,0.07,4,0.14,3,0.11,19,0.68,22,0.79,14,262,27,27,0,0,0,1,0,57,23,0,89,160,191,165,19,0.12,0,0,0,0,0,0,0,0,0,0,
4/9/2020,Balochistan,3549,160,3709,125,3216,206,6,212,2,0,2,0,212,139,0.66,2,0.01,2,0.01,69,0.33,71,0.33,87,1699,77,77,0,0,57,76,2,68,29,0,0,401,3616,3216,212,0.07,0,0,0,0,0,0,0,0,0,0,
4/9/2020,GB,1175,36,1211,16,1143,212,1,213,3,0,3,0,213,164,0.77,5,0.02,5,0.02,39,0.18,44,0.21,26,151,14,14,0,0,100,96,3,47,0,0,53,90,1211,1143,213,0.19,0,0,0,0,0,0,0,0,0,0,
